data_date,weather,max_temperature,min_temperature
2025-10-31,小毛毛雨,22.0,15.6
2025-11-01,小毛毛雨,21.2,14.7
2025-11-02,阴天,21.3,13.9
2025-11-03,阴天,18.0,11.9
2025-11-04,阴天,17.1,11.9
2025-11-05,小毛毛雨,20.4,12.9
2025-11-06,中毛毛雨,22.2,15.5
2025-11-07,小毛毛雨,19.4,16.8
2025-11-08,中毛毛雨,21.1,17.2
2025-11-09,小毛毛雨,19.4,16.0
2025-11-10,阴天,17.5,13.9
2025-11-11,中毛毛雨,18.0,13.4
2025-11-12,阴天,17.6,14.6
2025-11-13,阴天,19.7,13.4
2025-11-14,晴朗,19.2,11.1
2025-11-15,晴朗,20.0,11.1
2025-11-16,阴天,23.4,12.0
2025-11-17,小毛毛雨,16.9,6.6
2025-11-18,阴天,9.6,4.2
2025-11-19,阴天,11.1,2.7
2025-11-20,阴天,14.4,2.7
2025-11-21,阴天,17.2,5.9
2025-11-22,阴天,17.7,3.5
2025-11-23,部分多云,20.7,8.6
2025-11-24,阴天,20.4,12.1
2025-11-25,晴朗,13.4,7.3
2025-11-26,晴朗,15.9,2.0
2025-11-27,阴天,13.9,6.9
2025-11-28,晴朗,15.4,2.1
2025-11-29,晴朗,20.8,7.6
2025-11-30,阴天,22.8,8.6
2025-12-01,阴天,18.2,10.1
2025-12-02,阴天,15.9,10.8
2025-12-03,阴天,11.1,4.3
2025-12-04,阴天,10.9,0.5
2025-12-05,阴天,12.6,5.6
2025-12-06,晴朗,17.1,5.8
2025-12-07,主要晴朗,20.1,7.6
2025-12-08,阴天,15.5,9.1
2025-12-09,阴天,15.1,6.3
2025-12-10,阴天,18.7,10.2
2025-12-11,阴天,17.0,10.0
2025-12-12,阴天,13.1,9.1
2025-12-13,小毛毛雨,9.6,4.3
2025-12-14,阴天,8.1,0.8
2025-12-15,晴朗,12.4,0.0
2025-12-16,阴天,17.2,6.1
2025-12-17,主要晴朗,13.9,6.6
2025-12-18,晴朗,15.2,4.3
2025-12-19,主要晴朗,21.1,11.4
2025-12-20,小毛毛雨,19.5,10.6
2025-12-21,中毛毛雨,10.4,5.5
2025-12-22,阴天,11.4,4.0
2025-12-23,阴天,17.5,9.4
2025-12-24,中毛毛雨,9.6,7.2
2025-12-25,阴天,8.4,2.8
2025-12-26,阴天,6.8,0.5
2025-12-27,主要晴朗,11.6,1.5
2025-12-28,阴天,13.8,0.2
2025-12-29,阴天,17.4,3.9
2025-12-30,阴天,13.2,7.9
2025-12-31,阴天,11.0,6.3
